Winner,SecondD,B365W,Tournament,Round
Baker B.,29/08/12,1.14,US Open,1st Round
Baker B.,26/06/12,1.07,Wimbledon,1st Round
Baker B.,28/06/12,1.66,Wimbledon,2nd Round
Baker B.,30/06/12,1.53,Wimbledon,3rd Round
Baker B.,28/05/12,1.5,French Open,1st Round
Baker B.,14/01/13,1.72,Australian Open,1st Round
Capdeville P.,30/08/05,7,US Open,1st Round
Capdeville P.,29/05/06,1.57,French Open,1st Round
Capdeville P.,27/08/07,1.57,US Open,1st Round
Capdeville P.,16/01/07,3.25,Australian Open,1st Round
Capdeville P.,27/05/08,1.44,French Open,1st Round
Capdeville P.,14/01/08,1.33,Australian Open,1st Round
Capdeville P.,1/9/2009,1.28,US Open,1st Round
Djokovic N.,2/9/2005,3.5,US Open,2nd Round
Djokovic N.,30/08/05,2.5,US Open,1st Round
Djokovic N.,21/06/05,1.22,Wimbledon,1st Round
Djokovic N.,23/06/05,1.66,Wimbledon,2nd Round
Djokovic N.,24/05/05,1.57,French Open,1st Round
Djokovic N.,28/08/06,1.03,US Open,1st Round
Djokovic N.,31/08/06,1.53,US Open,2nd Round
Djokovic N.,27/06/06,1.39,Wimbledon,1st Round
Djokovic N.,29/06/06,1.72,Wimbledon,2nd Round
Djokovic N.,30/06/06,1.44,Wimbledon,3rd Round
Djokovic N.,1/6/2006,4,French Open,2nd Round
Djokovic N.,3/6/2006,1.61,French Open,3rd Round
Djokovic N.,5/6/2006,1.57,French Open,4th Round
Djokovic N.,30/05/06,1.8,French Open,1st Round
Djokovic N.,2/9/2007,1.16,US Open,3rd Round
Djokovic N.,4/9/2007,1.08,US Open,4th Round
Djokovic N.,7/9/2007,1.19,US Open,Quarterfinals
Djokovic N.,8/9/2007,1.3,US Open,Semifinals
Djokovic N.,28/08/07,1.02,US Open,1st Round
Djokovic N.,31/08/07,1.08,US Open,2nd Round
Djokovic N.,4/7/2007,1.16,Wimbledon,3rd Round
Djokovic N.,5/7/2007,2.1,Wimbledon,4th Round
Djokovic N.,6/7/2007,1.57,Wimbledon,Quarterfinals
Djokovic N.,26/06/07,1.03,Wimbledon,1st Round
Djokovic N.,28/06/07,1.04,Wimbledon,2nd Round
Djokovic N.,2/6/2007,1.05,French Open,3rd Round
Djokovic N.,4/6/2007,1.36,French Open,4th Round
Djokovic N.,6/6/2007,1.53,French Open,Quarterfinals
Djokovic N.,30/05/07,1.03,French Open,1st Round
Djokovic N.,31/05/07,1.01,French Open,2nd Round
Djokovic N.,15/01/07,1.22,Australian Open,1st Round
Djokovic N.,17/01/07,1.14,Australian Open,2nd Round
Djokovic N.,19/01/07,1.06,Australian Open,3rd Round
Djokovic N.,1/9/2008,1.12,US Open,3rd Round
Djokovic N.,2/9/2008,1.07,US Open,4th Round
Djokovic N.,5/9/2008,1.61,US Open,Quarterfinals
Djokovic N.,27/08/08,1.01,US Open,1st Round
Djokovic N.,29/08/08,1.01,US Open,2nd Round
Djokovic N.,23/06/08,1.01,Wimbledon,1st Round
Djokovic N.,1/6/2008,1.07,French Open,4th Round
Djokovic N.,3/6/2008,1.07,French Open,Quarterfinals
Djokovic N.,25/05/08,1.01,French Open,1st Round
Djokovic N.,28/05/08,1.01,French Open,2nd Round
Djokovic N.,30/05/08,1.01,French Open,3rd Round
Djokovic N.,15/01/08,1.03,Australian Open,1st Round
Djokovic N.,17/01/08,1,Australian Open,2nd Round
Djokovic N.,19/01/08,1.03,Australian Open,3rd Round
Djokovic N.,21/01/08,1.16,Australian Open,4th Round
Djokovic N.,23/01/08,1.36,Australian Open,Quarterfinals
Djokovic N.,25/01/08,3.4,Australian Open,Semifinals
Djokovic N.,27/01/08,1.33,Australian Open,The Final
Djokovic N.,1/9/2009,1.04,US Open,1st Round
Djokovic N.,3/9/2009,1.01,US Open,2nd Round
Djokovic N.,5/9/2009,1.01,US Open,3rd Round
Djokovic N.,8/9/2009,1.16,US Open,4th Round
Djokovic N.,9/9/2009,1.33,US Open,Quarterfinals
Djokovic N.,22/06/09,1.04,Wimbledon,1st Round
Djokovic N.,24/06/09,1.01,Wimbledon,2nd Round
Djokovic N.,26/06/09,1.25,Wimbledon,3rd Round
Djokovic N.,29/06/09,1.03,Wimbledon,4th Round
Djokovic N.,26/05/09,1.01,French Open,1st Round
Djokovic N.,29/05/09,1.005,French Open,2nd Round
Djokovic N.,19/01/09,1,Australian Open,1st Round
Djokovic N.,21/01/09,1.03,Australian Open,2nd Round
Djokovic N.,23/01/09,1.01,Australian Open,3rd Round
Djokovic N.,25/01/09,1.25,Australian Open,4th Round
Djokovic N.,3/9/2010,1.1,US Open,2nd Round
Djokovic N.,4/9/2010,1.1,US Open,3rd Round
Djokovic N.,6/9/2010,1.28,US Open,4th Round
Djokovic N.,8/9/2010,1.22,US Open,Quarterfinals
Djokovic N.,11/9/2010,3.5,US Open,Semifinals
Djokovic N.,31/08/10,1.08,US Open,1st Round
Djokovic N.,21/06/10,1.11,Wimbledon,1st Round
Djokovic N.,23/06/10,1.14,Wimbledon,2nd Round
Djokovic N.,25/06/10,1.03,Wimbledon,3rd Round
Djokovic N.,28/06/10,1.8,Wimbledon,4th Round
Djokovic N.,30/06/10,1.12,Wimbledon,Quarterfinals
Djokovic N.,24/05/10,1.02,French Open,1st Round
Djokovic N.,28/05/10,1.04,French Open,2nd Round
Djokovic N.,29/05/10,1.1,French Open,3rd Round
Djokovic N.,31/05/10,1.05,French Open,4th Round
Djokovic N.,19/01/10,1.01,Australian Open,1st Round
Djokovic N.,21/01/10,1.02,Australian Open,2nd Round
Djokovic N.,23/01/10,1.01,Australian Open,3rd Round
Djokovic N.,25/01/10,1.01,Australian Open,4th Round
Djokovic N.,2/9/2011,1.002,US Open,2nd Round
Djokovic N.,4/9/2011,1.02,US Open,3rd Round
Djokovic N.,5/9/2011,1.02,US Open,4th Round
Djokovic N.,8/9/2011,1.04,US Open,Quarterfinals
Djokovic N.,10/9/2011,1.53,US Open,Semifinals
Djokovic N.,12/9/2011,1.57,US Open,The Final
Djokovic N.,30/08/11,1.002,US Open,1st Round
Djokovic N.,1/7/2011,1.44,Wimbledon,Semifinals
Djokovic N.,2/7/2011,2.3,Wimbledon,The Final
Djokovic N.,21/06/11,1.01,Wimbledon,1st Round
Djokovic N.,23/06/11,1.01,Wimbledon,2nd Round
Djokovic N.,25/06/11,1.02,Wimbledon,3rd Round
Djokovic N.,27/06/11,1.06,Wimbledon,4th Round
Djokovic N.,29/06/11,1.07,Wimbledon,Quarterfinals
Djokovic N.,23/05/11,NA,French Open,1st Round
Djokovic N.,25/05/11,1.005,French Open,2nd Round
Djokovic N.,28/05/11,1.12,French Open,3rd Round
Djokovic N.,29/05/11,1.04,French Open,4th Round
Djokovic N.,30/05/11,NA,French Open,Quarterfinals
Djokovic N.,17/01/11,1.01,Australian Open,1st Round
Djokovic N.,19/01/11,1.01,Australian Open,2nd Round
Djokovic N.,21/01/11,1.08,Australian Open,3rd Round
Djokovic N.,23/01/11,1.06,Australian Open,4th Round
Djokovic N.,25/01/11,1.28,Australian Open,Quarterfinals
Djokovic N.,27/01/11,2.87,Australian Open,Semifinals
Djokovic N.,30/01/11,1.61,Australian Open,The Final
Djokovic N.,2/9/2012,1.01,US Open,3rd Round
Djokovic N.,5/9/2012,1.02,US Open,4th Round
Djokovic N.,7/9/2012,1.12,US Open,Quarterfinals
Djokovic N.,9/9/2012,1.07,US Open,Semifinals
Djokovic N.,29/08/12,1.002,US Open,1st Round
Djokovic N.,31/08/12,1,US Open,2nd Round
Djokovic N.,2/7/2012,1.02,Wimbledon,4th Round
Djokovic N.,4/7/2012,1.02,Wimbledon,Quarterfinals
Djokovic N.,25/06/12,1.01,Wimbledon,1st Round
Djokovic N.,27/06/12,1.01,Wimbledon,2nd Round
Djokovic N.,29/06/12,1.01,Wimbledon,3rd Round
Djokovic N.,1/6/2012,1,French Open,3rd Round
Djokovic N.,3/6/2012,1.02,French Open,4th Round
Djokovic N.,5/6/2012,1.16,French Open,Quarterfinals
Djokovic N.,8/6/2012,1.53,French Open,Semifinals
Djokovic N.,28/05/12,1.002,French Open,1st Round
Djokovic N.,30/05/12,1,French Open,2nd Round
Djokovic N.,17/01/12,1,Australian Open,1st Round
Djokovic N.,19/01/12,1.002,Australian Open,2nd Round
Djokovic N.,21/01/12,1.002,Australian Open,3rd Round
Djokovic N.,23/01/12,1.01,Australian Open,4th Round
Djokovic N.,25/01/12,1.1,Australian Open,Quarterfinals
Djokovic N.,27/01/12,1.36,Australian Open,Semifinals
Djokovic N.,29/01/12,1.66,Australian Open,The Final
Djokovic N.,2/9/2013,1,US Open,3rd Round
Djokovic N.,3/9/2013,1.01,US Open,4th Round
Djokovic N.,6/9/2013,1.02,US Open,Quarterfinals
Djokovic N.,7/9/2013,1.14,US Open,Semifinals
Djokovic N.,28/08/13,1.002,US Open,1st Round
Djokovic N.,30/08/13,1.002,US Open,2nd Round
Djokovic N.,1/7/2013,1.1,Wimbledon,4th Round
Djokovic N.,3/7/2013,1.1,Wimbledon,Quarterfinals
Djokovic N.,5/7/2013,1.16,Wimbledon,Semifinals
Djokovic N.,25/06/13,1.01,Wimbledon,1st Round
Djokovic N.,27/06/13,1.002,Wimbledon,2nd Round
Djokovic N.,29/06/13,1.02,Wimbledon,3rd Round
Djokovic N.,1/6/2013,1.07,French Open,3rd Round
Djokovic N.,3/6/2013,1.03,French Open,4th Round
Djokovic N.,5/6/2013,1.08,French Open,Quarterfinals
Djokovic N.,28/05/13,1.002,French Open,1st Round
Djokovic N.,30/05/13,1,French Open,2nd Round
Djokovic N.,14/01/13,1.002,Australian Open,1st Round
Djokovic N.,16/01/13,1.002,Australian Open,2nd Round
Djokovic N.,18/01/13,1,Australian Open,3rd Round
Djokovic N.,20/01/13,1.02,Australian Open,4th Round
Djokovic N.,22/01/13,1.16,Australian Open,Quarterfinals
Djokovic N.,24/01/13,1.08,Australian Open,Semifinals
Djokovic N.,27/01/13,1.53,Australian Open,The Final
Djokovic N.,1/9/2014,1.04,US Open,4th Round
Djokovic N.,4/9/2014,1.25,US Open,Quarterfinals
Djokovic N.,26/08/14,1.002,US Open,1st Round
Djokovic N.,28/08/14,1.01,US Open,2nd Round
Djokovic N.,30/08/14,1.01,US Open,3rd Round
Djokovic N.,2/7/2014,1.08,Wimbledon,Quarterfinals
Djokovic N.,4/7/2014,1.25,Wimbledon,Semifinals
Djokovic N.,6/7/2014,1.61,Wimbledon,The Final
Djokovic N.,23/06/14,1.01,Wimbledon,1st Round
Djokovic N.,25/06/14,1.03,Wimbledon,2nd Round
Djokovic N.,27/06/14,1.01,Wimbledon,3rd Round
Djokovic N.,30/06/14,1.08,Wimbledon,4th Round
Djokovic N.,1/6/2014,1.1,French Open,4th Round
Djokovic N.,3/6/2014,1.07,French Open,Quarterfinals
Djokovic N.,6/6/2014,1.1,French Open,Semifinals
Djokovic N.,26/05/14,1,French Open,1st Round
Djokovic N.,28/05/14,1.01,French Open,2nd Round
Djokovic N.,30/05/14,1.02,French Open,3rd Round
Djokovic N.,13/01/14,1,Australian Open,1st Round
Djokovic N.,15/01/14,1.002,Australian Open,2nd Round
Djokovic N.,17/01/14,1.01,Australian Open,3rd Round
Djokovic N.,19/01/14,1.01,Australian Open,4th Round
Djokovic N.,3/9/2015,1.005,US Open,2nd Round
Djokovic N.,4/9/2015,1.01,US Open,3rd Round
Djokovic N.,7/9/2015,1.005,US Open,4th Round
Djokovic N.,9/9/2015,1.02,US Open,Quarterfinals
Djokovic N.,11/9/2015,1.12,US Open,Semifinals
Djokovic N.,13/09/15,1.66,US Open,The Final
Djokovic N.,31/08/15,1,US Open,1st Round
Djokovic N.,1/7/2015,1.005,Wimbledon,2nd Round
Djokovic N.,3/7/2015,1.02,Wimbledon,3rd Round
Djokovic N.,7/7/2015,1.03,Wimbledon,4th Round
Djokovic N.,8/7/2015,1.08,Wimbledon,Quarterfinals
Djokovic N.,10/7/2015,1.06,Wimbledon,Semifinals
Djokovic N.,12/7/2015,1.83,Wimbledon,The Final
Djokovic N.,29/06/15,1.03,Wimbledon,1st Round
Djokovic N.,1/6/2015,1.02,French Open,4th Round
Djokovic N.,3/6/2015,1.33,French Open,Quarterfinals
Djokovic N.,6/6/2015,1.16,French Open,Semifinals
Djokovic N.,26/05/15,1.002,French Open,1st Round
Djokovic N.,28/05/15,1.002,French Open,2nd Round
Djokovic N.,30/05/15,1.005,French Open,3rd Round
Djokovic N.,1/2/2015,1.44,Australian Open,The Final
Djokovic N.,20/01/15,1.01,Australian Open,1st Round
Djokovic N.,22/01/15,1.01,Australian Open,2nd Round
Djokovic N.,24/01/15,1.03,Australian Open,3rd Round
Djokovic N.,26/01/15,1.02,Australian Open,4th Round
Djokovic N.,28/01/15,1.11,Australian Open,Quarterfinals
Djokovic N.,30/01/15,1.22,Australian Open,Semifinals
Djokovic N.,2/9/2016,1.06,US Open,3rd Round
Djokovic N.,5/9/2016,1.06,US Open,4th Round
Djokovic N.,7/9/2016,1.12,US Open,Quarterfinals
Djokovic N.,9/9/2016,1.14,US Open,Semifinals
Djokovic N.,30/08/16,1.01,US Open,1st Round
Djokovic N.,31/08/16,1.06,US Open,2nd Round
Djokovic N.,27/06/16,1.005,Wimbledon,1st Round
Djokovic N.,29/06/16,1.005,Wimbledon,2nd Round
Djokovic N.,1/6/2016,1.01,French Open,4th Round
Djokovic N.,2/6/2016,1.06,French Open,Quarterfinals
Djokovic N.,3/6/2016,1.08,French Open,Semifinals
Djokovic N.,5/6/2016,1.3,French Open,The Final
Djokovic N.,24/05/16,1,French Open,1st Round
Djokovic N.,26/05/16,1.005,French Open,2nd Round
Djokovic N.,28/05/16,1.005,French Open,3rd Round
Djokovic N.,18/01/16,1.002,Australian Open,1st Round
Djokovic N.,20/01/16,1,Australian Open,2nd Round
Djokovic N.,22/01/16,1.01,Australian Open,3rd Round
Djokovic N.,24/01/16,1.01,Australian Open,4th Round
Djokovic N.,26/01/16,1.12,Australian Open,Quarterfinals
Djokovic N.,28/01/16,1.3,Australian Open,Semifinals
Djokovic N.,31/01/16,1.2,Australian Open,The Final
Djokovic N.,4/7/2017,1.03,Wimbledon,1st Round
Djokovic N.,6/7/2017,1.01,Wimbledon,2nd Round
Djokovic N.,8/7/2017,1.07,Wimbledon,3rd Round
Djokovic N.,11/7/2017,1.03,Wimbledon,4th Round
Djokovic N.,2/6/2017,1.05,French Open,3rd Round
Djokovic N.,4/6/2017,1.1,French Open,4th Round
Djokovic N.,29/05/17,1.01,French Open,1st Round
Djokovic N.,31/05/17,1.01,French Open,2nd Round
Djokovic N.,17/01/17,1.06,Australian Open,1st Round
Djokovic N.,2/9/2018,1.08,US Open,3rd Round
Djokovic N.,3/9/2018,1.02,US Open,4th Round
Djokovic N.,6/9/2018,1.06,US Open,Quarterfinals
Djokovic N.,8/9/2018,1.16,US Open,Semifinals
Djokovic N.,9/9/2018,1.44,US Open,The Final
Djokovic N.,28/08/2018,1.02,US Open,1st Round
Djokovic N.,31/08/2018,1.02,US Open,2nd Round
Djokovic N.,3/7/2018,1.03,Wimbledon,1st Round
Djokovic N.,5/7/2018,1.01,Wimbledon,2nd Round
Djokovic N.,7/7/2018,1.25,Wimbledon,3rd Round
Djokovic N.,9/7/2018,1.11,Wimbledon,4th Round
Djokovic N.,11/7/2018,1.12,Wimbledon,Quarterfinals
Djokovic N.,14/07/18,1.9,Wimbledon,Semifinals
Djokovic N.,15/07/18,1.16,Wimbledon,The Final
Djokovic N.,1/6/2018,1.16,French Open,3rd Round
Djokovic N.,3/6/2018,1.22,French Open,4th Round
Djokovic N.,28/05/18,1.06,French Open,1st Round
Djokovic N.,30/05/18,1.07,French Open,2nd Round
Djokovic N.,16/01/18,1.07,Australian Open,1st Round
Djokovic N.,18/01/18,1.25,Australian Open,2nd Round
Djokovic N.,20/01/18,1.08,Australian Open,3rd Round
Djokovic N.,26/08/2019,1.005,US Open,1st Round
Djokovic N.,29/08/2019,1.01,US Open,2nd Round
Djokovic N.,31/08/2019,1.08,US Open,3rd Round
Djokovic N.,1/7/2019,1.03,Wimbledon,1st Round
Djokovic N.,3/7/2019,1.01,Wimbledon,2nd Round
Djokovic N.,5/7/2019,1.01,Wimbledon,3rd Round
Djokovic N.,8/7/2019,1.02,Wimbledon,4th Round
Djokovic N.,10/7/2019,1.08,Wimbledon,Quarterfinals
Djokovic N.,12/7/2019,1.08,Wimbledon,Semifinals
Djokovic N.,14/07/2019,1.55,Wimbledon,The Final
Djokovic N.,1/6/2019,1.005,French Open,3rd Round
Djokovic N.,3/6/2019,1.04,French Open,4th Round
Djokovic N.,6/6/2019,1.1,French Open,Quarterfinals
Djokovic N.,27/05/2019,1.03,French Open,1st Round
Djokovic N.,30/05/2019,1.005,French Open,2nd Round
Djokovic N.,15/01/2019,1.005,Australian Open,1st Round
Djokovic N.,17/01/2019,1.06,Australian Open,2nd Round
Djokovic N.,19/01/2019,1.05,Australian Open,3rd Round
Djokovic N.,21/01/2019,1.11,Australian Open,4th Round
Djokovic N.,23/01/2019,1.08,Australian Open,Quarterfinals
Djokovic N.,25/01/2019,1.05,Australian Open,Semifinals
Djokovic N.,27/01/2019,1.74,Australian Open,The Final
Gasquet R.,2/9/2005,1.05,US Open,2nd Round
Gasquet R.,3/9/2005,1.66,US Open,3rd Round
Gasquet R.,29/08/05,1.08,US Open,1st Round
Gasquet R.,21/06/05,1.11,Wimbledon,1st Round
Gasquet R.,23/06/05,1.05,Wimbledon,2nd Round
Gasquet R.,25/06/05,1.19,Wimbledon,3rd Round
Gasquet R.,23/05/05,1.02,French Open,1st Round
Gasquet R.,25/05/05,1.06,French Open,2nd Round
Gasquet R.,3/9/2006,1.06,US Open,3rd Round
Gasquet R.,28/08/06,1.02,US Open,1st Round
Gasquet R.,31/08/06,1.12,US Open,2nd Round
Gasquet R.,29/05/06,1.11,French Open,1st Round
Gasquet R.,27/08/07,1.03,US Open,1st Round
Gasquet R.,4/7/2007,1.36,Wimbledon,4th Round
Gasquet R.,6/7/2007,3.5,Wimbledon,Quarterfinals
Gasquet R.,26/06/07,1.03,Wimbledon,1st Round
Gasquet R.,27/06/07,1.61,Wimbledon,2nd Round
Gasquet R.,29/06/07,1.05,Wimbledon,3rd Round
Gasquet R.,29/05/07,1.07,French Open,1st Round
Gasquet R.,15/01/07,1.04,Australian Open,1st Round
Gasquet R.,17/01/07,1.07,Australian Open,2nd Round
Gasquet R.,19/01/07,1.33,Australian Open,3rd Round
Gasquet R.,24/06/08,1.28,Wimbledon,1st Round
Gasquet R.,26/06/08,1.16,Wimbledon,2nd Round
Gasquet R.,28/06/08,1.14,Wimbledon,3rd Round
Gasquet R.,14/01/08,1.01,Australian Open,1st Round
Gasquet R.,16/01/08,1.28,Australian Open,2nd Round
Gasquet R.,18/01/08,1.22,Australian Open,3rd Round
Gasquet R.,20/01/09,1.01,Australian Open,1st Round
Gasquet R.,22/01/09,1.06,Australian Open,2nd Round
Gasquet R.,2/9/2010,3,US Open,2nd Round
Gasquet R.,4/9/2010,1.33,US Open,3rd Round
Gasquet R.,30/08/10,1.12,US Open,1st Round
Gasquet R.,29/08/11,1.18,US Open,1st Round
Gasquet R.,20/06/11,1.11,Wimbledon,1st Round
Gasquet R.,22/06/11,1.08,Wimbledon,2nd Round
Gasquet R.,24/06/11,1.1,Wimbledon,3rd Round
Gasquet R.,23/05/11,1.14,French Open,1st Round
Gasquet R.,25/05/11,1.08,French Open,2nd Round
Gasquet R.,27/05/11,1.57,French Open,3rd Round
Gasquet R.,17/01/11,1.16,Australian Open,1st Round
Gasquet R.,19/01/11,1.2,Australian Open,2nd Round
Gasquet R.,2/9/2012,1.1,US Open,3rd Round
Gasquet R.,29/08/12,1.03,US Open,1st Round
Gasquet R.,31/08/12,1.06,US Open,2nd Round
Gasquet R.,25/06/12,1.04,Wimbledon,1st Round
Gasquet R.,27/06/12,1.06,Wimbledon,2nd Round
Gasquet R.,29/06/12,1.44,Wimbledon,3rd Round
Gasquet R.,2/6/2012,1.33,French Open,3rd Round
Gasquet R.,29/05/12,1.04,French Open,1st Round
Gasquet R.,31/05/12,1.1,French Open,2nd Round
Gasquet R.,17/01/12,1.28,Australian Open,1st Round
Gasquet R.,19/01/12,1.12,Australian Open,2nd Round
Gasquet R.,21/01/12,1.9,Australian Open,3rd Round
Gasquet R.,2/9/2013,2.2,US Open,4th Round
Gasquet R.,4/9/2013,3.2,US Open,Quarterfinals
Gasquet R.,26/08/13,1.06,US Open,1st Round
Gasquet R.,29/08/13,1.04,US Open,2nd Round
Gasquet R.,31/08/13,1.36,US Open,3rd Round
Gasquet R.,25/06/13,1.06,Wimbledon,1st Round
Gasquet R.,27/06/13,1.03,Wimbledon,2nd Round
Gasquet R.,1/6/2013,1.14,French Open,3rd Round
Gasquet R.,27/05/13,1.05,French Open,1st Round
Gasquet R.,31/05/13,1.02,French Open,2nd Round
Gasquet R.,15/01/13,1.02,Australian Open,1st Round
Gasquet R.,17/01/13,1.08,Australian Open,2nd Round
Gasquet R.,19/01/13,1.07,Australian Open,3rd Round
Gasquet R.,26/08/14,1.33,US Open,1st Round
Gasquet R.,29/08/14,1.05,US Open,2nd Round
Gasquet R.,24/06/14,1.11,Wimbledon,1st Round
Gasquet R.,27/05/14,1.2,French Open,1st Round
Gasquet R.,29/05/14,1.66,French Open,2nd Round
Gasquet R.,13/01/14,1.06,Australian Open,1st Round
Gasquet R.,15/01/14,1.18,Australian Open,2nd Round
Gasquet R.,1/9/2015,1.2,US Open,1st Round
Gasquet R.,3/9/2015,1.08,US Open,2nd Round
Gasquet R.,5/9/2015,1.25,US Open,3rd Round
Gasquet R.,8/9/2015,2.37,US Open,4th Round
Gasquet R.,1/7/2015,1.06,Wimbledon,2nd Round
Gasquet R.,3/7/2015,2.2,Wimbledon,3rd Round
Gasquet R.,6/7/2015,1.8,Wimbledon,4th Round
Gasquet R.,8/7/2015,2.75,Wimbledon,Quarterfinals
Gasquet R.,29/06/15,1.05,Wimbledon,1st Round
Gasquet R.,26/05/15,1.02,French Open,1st Round
Gasquet R.,29/05/15,1.1,French Open,2nd Round
Gasquet R.,30/05/15,1.22,French Open,3rd Round
Gasquet R.,19/01/15,1.08,Australian Open,1st Round
Gasquet R.,21/01/15,1.07,Australian Open,2nd Round
Gasquet R.,3/7/2016,1.11,Wimbledon,3rd Round
Gasquet R.,28/06/16,1.08,Wimbledon,1st Round
Gasquet R.,30/06/16,1.1,Wimbledon,2nd Round
Gasquet R.,23/05/16,1.14,French Open,1st Round
Gasquet R.,25/05/16,1.05,French Open,2nd Round
Gasquet R.,27/05/16,2.1,French Open,3rd Round
Gasquet R.,29/05/16,3,French Open,4th Round
Gasquet R.,1/6/2017,1.1,French Open,2nd Round
Gasquet R.,29/05/17,1.11,French Open,1st Round
Gasquet R.,17/01/17,1.02,Australian Open,1st Round
Gasquet R.,19/01/17,1.03,Australian Open,2nd Round
Gasquet R.,28/08/2018,1.16,US Open,1st Round
Gasquet R.,31/08/2018,1.12,US Open,2nd Round
Gasquet R.,28/05/18,1.36,French Open,1st Round
Gasquet R.,31/05/18,1.2,French Open,2nd Round
Gasquet R.,16/01/18,1.03,Australian Open,1st Round
Gasquet R.,18/01/18,1.1,Australian Open,2nd Round
Gasquet R.,27/05/2019,1.11,French Open,1st Round
Jenkins S.,29/08/05,2.2,US Open,1st Round
Lammer M.,31/08/05,3.5,US Open,1st Round
Muller G.,31/08/05,9,US Open,1st Round
Muller G.,21/06/05,1.25,Wimbledon,1st Round
Muller G.,23/06/05,8,Wimbledon,2nd Round
Muller G.,16/01/06,1.28,Australian Open,1st Round
Muller G.,26/06/07,1.08,Wimbledon,1st Round
Muller G.,16/01/07,2.62,Australian Open,1st Round
Muller G.,2/9/2008,7.5,US Open,4th Round
Muller G.,26/08/08,1.25,US Open,1st Round
Muller G.,29/08/08,6,US Open,2nd Round
Muller G.,31/08/08,3,US Open,3rd Round
Muller G.,19/01/09,2.62,Australian Open,1st Round
Muller G.,21/01/09,1.2,Australian Open,2nd Round
Muller G.,2/9/2011,3.5,US Open,2nd Round
Muller G.,4/9/2011,1.5,US Open,3rd Round
Muller G.,30/08/11,1.5,US Open,1st Round
Muller G.,20/06/11,1.66,Wimbledon,1st Round
Muller G.,22/06/11,3.5,Wimbledon,2nd Round
Muller G.,18/01/11,1.4,Australian Open,1st Round
Muller G.,29/08/12,3.5,US Open,1st Round
Muller G.,27/05/12,1.8,French Open,1st Round
Muller G.,24/06/14,2,Wimbledon,1st Round
Muller G.,27/05/15,1.66,French Open,1st Round
Muller G.,20/01/15,1.4,Australian Open,1st Round
Muller G.,22/01/15,2.62,Australian Open,2nd Round
Muller G.,24/01/15,2.37,Australian Open,3rd Round
Muller G.,28/06/16,1.08,Wimbledon,1st Round
Muller G.,19/01/16,1.72,Australian Open,1st Round
Muller G.,28/08/17,1.25,US Open,1st Round
Muller G.,3/7/2017,1.14,Wimbledon,1st Round
Muller G.,5/7/2017,1.12,Wimbledon,2nd Round
Muller G.,7/7/2017,1.4,Wimbledon,3rd Round
Muller G.,10/7/2017,6.5,Wimbledon,4th Round
Muller G.,17/01/17,1.36,Australian Open,1st Round
Muller G.,2/7/2018,1.28,Wimbledon,1st Round
Muller G.,15/01/18,1.25,Australian Open,1st Round
Muller G.,17/01/18,1.12,Australian Open,2nd Round
Murray A.,30/08/05,1.61,US Open,1st Round
Murray A.,21/06/05,NA,Wimbledon,1st Round
Murray A.,23/06/05,3.25,Wimbledon,2nd Round
Murray A.,1/9/2006,1.04,US Open,2nd Round
Murray A.,3/9/2006,1.8,US Open,3rd Round
Murray A.,31/08/06,1.08,US Open,1st Round
Murray A.,1/7/2006,3.5,Wimbledon,3rd Round
Murray A.,27/06/06,1.33,Wimbledon,1st Round
Murray A.,30/06/06,1.22,Wimbledon,2nd Round
Murray A.,27/08/07,1.12,US Open,1st Round
Murray A.,30/08/07,1.16,US Open,2nd Round
Murray A.,16/01/07,1.06,Australian Open,1st Round
Murray A.,18/01/07,1.16,Australian Open,2nd Round
Murray A.,20/01/07,1.22,Australian Open,3rd Round
Murray A.,2/9/2008,1.33,US Open,4th Round
Murray A.,3/9/2008,1.53,US Open,Quarterfinals
Murray A.,6/9/2008,3.75,US Open,Semifinals
Murray A.,25/08/08,1,US Open,1st Round
Murray A.,28/08/08,1.05,US Open,2nd Round
Murray A.,30/08/08,1.11,US Open,3rd Round
Murray A.,24/06/08,1.05,Wimbledon,1st Round
Murray A.,26/06/08,1.12,Wimbledon,2nd Round
Murray A.,28/06/08,1.36,Wimbledon,3rd Round
Murray A.,30/06/08,1.61,Wimbledon,4th Round
Murray A.,25/05/08,1.03,French Open,1st Round
Murray A.,28/05/08,1.61,French Open,2nd Round
Murray A.,2/9/2009,1.02,US Open,1st Round
Murray A.,4/9/2009,1,US Open,2nd Round
Murray A.,7/9/2009,1.01,US Open,3rd Round
Murray A.,1/7/2009,1.08,Wimbledon,Quarterfinals
Murray A.,23/06/09,1.01,Wimbledon,1st Round
Murray A.,25/06/09,1.04,Wimbledon,2nd Round
