Loser,Date,B365L,Tournament,Round
Delgado R.,24/06/04,3.5,Wimbledon,1st Round
Delgado R.,30/08/06,8,US Open,1st Round
Delgado R.,21/06/10,2.37,Wimbledon,1st Round
Delic A.,28/08/03,3.75,US Open,1st Round
Delic A.,3/9/2004,8,US Open,2nd Round
Delic A.,19/01/06,1.61,Australian Open,2nd Round
Delic A.,28/08/07,10,US Open,1st Round
Delic A.,28/06/07,9,Wimbledon,2nd Round
Delic A.,29/05/07,7.5,French Open,1st Round
Delic A.,17/01/07,7.5,Australian Open,2nd Round
Delic A.,27/08/08,3.5,US Open,1st Round
Delic A.,17/01/08,4,Australian Open,2nd Round
Delic A.,23/01/09,13,Australian Open,3rd Round
Dent T.,3/9/2003,7,US Open,4th Round
Dent T.,23/06/03,1.444,Wimbledon,1st Round
Dent T.,26/05/03,4,French Open,1st Round
Dent T.,3/9/2004,1.4,US Open,2nd Round
Dent T.,27/06/04,5,Wimbledon,3rd Round
Dent T.,25/05/04,2.2,French Open,1st Round
Dent T.,23/01/04,4.5,Australian Open,3rd Round
Dent T.,4/9/2005,4.5,US Open,3rd Round
Dent T.,27/06/05,3.75,Wimbledon,4th Round
Dent T.,21/01/05,4.33,Australian Open,3rd Round
Dent T.,16/01/06,1.14,Australian Open,1st Round
Dent T.,7/9/2009,15,US Open,3rd Round
Dent T.,24/06/09,1.08,Wimbledon,1st Round
Dent T.,19/01/09,1.72,Australian Open,1st Round
Dent T.,2/9/2010,5.5,US Open,2nd Round
Dent T.,23/06/10,5,Wimbledon,2nd Round
Dent T.,26/05/10,12,French Open,2nd Round
Dent T.,21/01/10,5.5,Australian Open,2nd Round
Draper S.,27/08/03,3.25,US Open,1st Round
Draper S.,26/06/03,3.25,Wimbledon,2nd Round
Draper S.,27/05/03,4,French Open,1st Round
Draper S.,15/01/03,2.75,Australian Open,2nd Round
Draper S.,20/06/05,2.62,Wimbledon,1st Round
Draper S.,24/05/05,10,French Open,1st Round
Draper S.,17/01/05,7,Australian Open,1st Round
Dupuis A.,29/08/03,4.5,US Open,2nd Round
Dupuis A.,26/06/03,1.833,Wimbledon,2nd Round
Dupuis A.,26/05/03,2.625,French Open,1st Round
Dupuis A.,16/01/03,3.4,Australian Open,2nd Round
Dupuis A.,31/08/04,2.2,US Open,1st Round
Dupuis A.,24/06/04,3.5,Wimbledon,1st Round
Dupuis A.,25/05/04,5,French Open,1st Round
Dupuis A.,19/01/04,NA,Australian Open,1st Round
Dupuis A.,20/06/05,2.1,Wimbledon,1st Round
Dupuis A.,24/05/05,2.25,French Open,1st Round
Dupuis A.,18/01/05,3.5,Australian Open,1st Round
El Aynaoui Y.,5/9/2003,2.75,US Open,Quarterfinals
El Aynaoui Y.,28/06/03,5,Wimbledon,3rd Round
El Aynaoui Y.,30/05/03,1.444,French Open,3rd Round
El Aynaoui Y.,22/01/03,2.1,Australian Open,Quarterfinals
El Aynaoui Y.,30/08/04,6,US Open,1st Round
El Aynaoui Y.,19/01/04,NA,Australian Open,1st Round
El Aynaoui Y.,31/08/05,4.5,US Open,1st Round
Enqvist T.,30/08/03,1.667,US Open,2nd Round
Enqvist T.,25/06/03,3,Wimbledon,1st Round
Enqvist T.,27/05/03,2.75,French Open,1st Round
Enqvist T.,13/01/03,1.727,Australian Open,1st Round
Enqvist T.,3/9/2004,1.25,US Open,2nd Round
Enqvist T.,27/06/04,2.75,Wimbledon,3rd Round
Enqvist T.,29/05/04,4.333,French Open,3rd Round
Enqvist T.,23/01/04,5.5,Australian Open,3rd Round
Enqvist T.,20/06/05,2.1,Wimbledon,1st Round
Enqvist T.,24/05/05,2,French Open,1st Round
Enqvist T.,17/01/05,1.39,Australian Open,1st Round
Eschauer W.,26/08/03,3.5,US Open,1st Round
Eschauer W.,28/08/07,2.5,US Open,1st Round
Eschauer W.,28/06/07,17,Wimbledon,2nd Round
Eschauer W.,30/05/07,13,French Open,2nd Round
Eschauer W.,15/01/08,11,Australian Open,1st Round
Federer R.,4/9/2003,1.364,US Open,4th Round
Federer R.,26/05/03,1.083,French Open,1st Round
Federer R.,20/01/03,1.4,Australian Open,4th Round
Federer R.,29/05/04,1.167,French Open,3rd Round
Federer R.,3/6/2005,1.61,French Open,Semifinals
Federer R.,27/01/05,1.14,Australian Open,Semifinals
Federer R.,11/6/2006,2.25,French Open,The Final
Federer R.,10/6/2007,2.87,French Open,The Final
Federer R.,6/7/2008,1.66,Wimbledon,The Final
Federer R.,8/6/2008,3.75,French Open,The Final
Federer R.,25/01/08,1.33,Australian Open,Semifinals
Federer R.,14/09/09,1.28,US Open,The Final
Federer R.,1/2/2009,1.61,Australian Open,The Final
Federer R.,11/9/2010,1.3,US Open,Semifinals
Federer R.,30/06/10,1.16,Wimbledon,Quarterfinals
Federer R.,1/6/2010,1.2,French Open,Quarterfinals
Federer R.,10/9/2011,2.5,US Open,Semifinals
Federer R.,29/06/11,1.14,Wimbledon,Quarterfinals
Federer R.,5/6/2011,3.2,French Open,The Final
Federer R.,27/01/11,1.4,Australian Open,Semifinals
Federer R.,6/9/2012,1.14,US Open,Quarterfinals
Federer R.,8/6/2012,2.5,French Open,Semifinals
Federer R.,26/01/12,1.57,Australian Open,Semifinals
Federer R.,2/9/2013,1.04,US Open,4th Round
Federer R.,26/06/13,1.002,Wimbledon,2nd Round
Federer R.,4/6/2013,1.53,French Open,Quarterfinals
Federer R.,25/01/13,2.3,Australian Open,Semifinals
Federer R.,6/9/2014,1.25,US Open,Semifinals
Federer R.,6/7/2014,2.4,Wimbledon,The Final
Federer R.,1/6/2014,1.44,French Open,4th Round
Federer R.,24/01/14,2.37,Australian Open,Semifinals
Federer R.,13/09/15,2.2,US Open,The Final
Federer R.,12/7/2015,2,Wimbledon,The Final
Federer R.,2/6/2015,1.44,French Open,Quarterfinals
Federer R.,23/01/15,1.02,Australian Open,3rd Round
Federer R.,8/7/2016,1.5,Wimbledon,Semifinals
Federer R.,28/01/16,3.5,Australian Open,Semifinals
Federer R.,7/9/2017,1.16,US Open,Quarterfinals
Federer R.,4/9/2018,1.03,US Open,4th Round
Federer R.,11/7/2018,1.07,Wimbledon,Quarterfinals
Federer R.,4/9/2019,1.07,US Open,Quarterfinals
Federer R.,14/07/2019,2.6,Wimbledon,The Final
Federer R.,7/6/2019,6,French Open,Semifinals
Federer R.,20/01/2019,1.14,Australian Open,4th Round
Ferreira W.,29/08/03,1.615,US Open,2nd Round
Ferreira W.,24/06/03,NA,Wimbledon,1st Round
Ferreira W.,30/05/03,2,French Open,3rd Round
Ferreira W.,23/01/03,6,Australian Open,Semifinals
Ferreira W.,1/9/2004,6.5,US Open,1st Round
Ferreira W.,27/06/04,1.615,Wimbledon,3rd Round
Ferreira W.,25/05/04,3.5,French Open,1st Round
Ferreira W.,24/01/04,4,Australian Open,3rd Round
Ferrer D.,25/08/03,4.5,US Open,1st Round
Ferrer D.,26/06/03,5,Wimbledon,2nd Round
Ferrer D.,28/05/03,2.625,French Open,2nd Round
Ferrer D.,13/01/03,2.2,Australian Open,1st Round
Ferrer D.,30/08/04,5,US Open,1st Round
Ferrer D.,25/06/04,2.75,Wimbledon,2nd Round
Ferrer D.,27/05/04,1.333,French Open,2nd Round
Ferrer D.,21/01/04,4.5,Australian Open,2nd Round
Ferrer D.,4/9/2005,1.66,US Open,3rd Round
Ferrer D.,21/06/05,1.72,Wimbledon,1st Round
Ferrer D.,31/05/05,7,French Open,Quarterfinals
Ferrer D.,18/01/05,6,Australian Open,1st Round
Ferrer D.,3/9/2006,1.44,US Open,3rd Round
Ferrer D.,3/7/2006,6,Wimbledon,4th Round
Ferrer D.,3/6/2006,1.14,French Open,3rd Round
Ferrer D.,22/01/06,1.36,Australian Open,4th Round
Ferrer D.,8/9/2007,3.5,US Open,Semifinals
Ferrer D.,28/06/07,2,Wimbledon,2nd Round
Ferrer D.,2/6/2007,1.16,French Open,3rd Round
Ferrer D.,21/01/07,1.44,Australian Open,4th Round
Ferrer D.,30/08/08,1.28,US Open,3rd Round
Ferrer D.,27/06/08,1.57,Wimbledon,3rd Round
Ferrer D.,4/6/2008,1.19,French Open,Quarterfinals
Ferrer D.,23/01/08,3.2,Australian Open,Quarterfinals
Ferrer D.,4/9/2009,1.33,US Open,2nd Round
Ferrer D.,27/06/09,1.72,Wimbledon,3rd Round
Ferrer D.,29/05/09,1.5,French Open,3rd Round
Ferrer D.,23/01/09,2.37,Australian Open,3rd Round
Ferrer D.,7/9/2010,2.1,US Open,4th Round
Ferrer D.,28/06/10,7,Wimbledon,4th Round
Ferrer D.,29/05/10,1.07,French Open,3rd Round
Ferrer D.,21/01/10,2,Australian Open,2nd Round
Ferrer D.,8/9/2011,1.53,US Open,4th Round
Ferrer D.,27/06/11,2.75,Wimbledon,4th Round
Ferrer D.,30/05/11,1.22,French Open,4th Round
Ferrer D.,28/01/11,4.33,Australian Open,Semifinals
Ferrer D.,9/9/2012,9,US Open,Semifinals
Ferrer D.,4/7/2012,2.75,Wimbledon,Quarterfinals
Ferrer D.,8/6/2012,10,French Open,Semifinals
Ferrer D.,25/01/12,8,Australian Open,Quarterfinals
Ferrer D.,4/9/2013,1.36,US Open,Quarterfinals
Ferrer D.,3/7/2013,1.72,Wimbledon,Quarterfinals
Ferrer D.,9/6/2013,7,French Open,The Final
Ferrer D.,24/01/13,8,Australian Open,Semifinals
Ferrer D.,31/08/14,1.18,US Open,3rd Round
Ferrer D.,25/06/14,1.08,Wimbledon,2nd Round
Ferrer D.,4/6/2014,5.5,French Open,Quarterfinals
Ferrer D.,21/01/14,2.37,Australian Open,Quarterfinals
Ferrer D.,5/9/2015,1.53,US Open,3rd Round
Ferrer D.,3/6/2015,2.5,French Open,Quarterfinals
Ferrer D.,26/01/15,3,Australian Open,4th Round
Ferrer D.,3/9/2016,4,US Open,3rd Round
Ferrer D.,30/06/16,1.61,Wimbledon,2nd Round
Ferrer D.,1/6/2016,1.66,French Open,4th Round
Ferrer D.,27/01/16,5,Australian Open,Quarterfinals
Ferrer D.,28/08/17,1.2,US Open,1st Round
Ferrer D.,8/7/2017,5,Wimbledon,3rd Round
Ferrer D.,1/6/2017,1.53,French Open,2nd Round
Ferrer D.,21/01/17,2.75,Australian Open,3rd Round
Ferrer D.,28/08/2018,23,US Open,1st Round
Ferrer D.,3/7/2018,4.33,Wimbledon,1st Round
Ferrer D.,28/05/18,1.44,French Open,1st Round
Ferrer D.,15/01/18,1.9,Australian Open,1st Round
Ferrero J.C.,7/9/2003,2.75,US Open,The Final
Ferrero J.C.,1/7/2003,1.909,Wimbledon,4th Round
Ferrero J.C.,21/01/03,1.333,Australian Open,Quarterfinals
Ferrero J.C.,3/9/2004,1.364,US Open,2nd Round
Ferrero J.C.,25/06/04,1.909,Wimbledon,3rd Round
Ferrero J.C.,27/05/04,1.143,French Open,2nd Round
Ferrero J.C.,30/01/04,3.75,Australian Open,Semifinals
Ferrero J.C.,30/08/05,1.22,US Open,1st Round
Ferrero J.C.,27/06/05,12,Wimbledon,4th Round
Ferrero J.C.,28/05/05,1.44,French Open,3rd Round
Ferrero J.C.,22/01/05,2.1,Australian Open,3rd Round
Ferrero J.C.,1/9/2006,1.14,US Open,2nd Round
Ferrero J.C.,30/06/06,2.5,Wimbledon,3rd Round
Ferrero J.C.,2/6/2006,1.9,French Open,3rd Round
Ferrero J.C.,21/01/06,1.8,Australian Open,3rd Round
Ferrero J.C.,27/08/07,1.36,US Open,1st Round
Ferrero J.C.,6/7/2007,17,Wimbledon,Quarterfinals
Ferrero J.C.,1/6/2007,1.8,French Open,3rd Round
Ferrero J.C.,17/01/07,1.33,Australian Open,2nd Round
Ferrero J.C.,25/06/08,1.33,Wimbledon,2nd Round
Ferrero J.C.,28/05/08,1.07,French Open,1st Round
Ferrero J.C.,21/01/08,2.62,Australian Open,4th Round
Ferrero J.C.,8/9/2009,7,US Open,4th Round
Ferrero J.C.,1/7/2009,7.5,Wimbledon,Quarterfinals
Ferrero J.C.,29/05/09,2.1,French Open,2nd Round
Ferrero J.C.,19/01/09,1.25,Australian Open,1st Round
Ferrero J.C.,4/9/2010,1.5,US Open,3rd Round
Ferrero J.C.,22/06/10,1.72,Wimbledon,1st Round
Ferrero J.C.,29/05/10,1.14,French Open,3rd Round
Ferrero J.C.,19/01/10,1.28,Australian Open,1st Round
Ferrero J.C.,5/9/2011,2.87,US Open,4th Round
Ferrero J.C.,25/06/12,23,Wimbledon,1st Round
Ferrero J.C.,30/05/12,2.2,French Open,2nd Round
Ferrero J.C.,17/01/12,2.62,Australian Open,1st Round
Fish M.,28/08/03,1.364,US Open,2nd Round
Fish M.,27/06/03,4,Wimbledon,3rd Round
Fish M.,27/05/03,1.615,French Open,1st Round
Fish M.,17/01/03,2.1,Australian Open,3rd Round
Fish M.,2/9/2004,1.1,US Open,2nd Round
Fish M.,24/06/04,1.5,Wimbledon,2nd Round
Fish M.,19/01/04,1.333,Australian Open,1st Round
Fish M.,30/08/05,2.5,US Open,1st Round
Fish M.,23/05/05,5,French Open,1st Round
Fish M.,19/01/05,1.57,Australian Open,2nd Round
Fish M.,31/08/06,2.37,US Open,2nd Round
Fish M.,1/7/2006,1.16,Wimbledon,3rd Round
Fish M.,31/08/07,2.1,US Open,2nd Round
Fish M.,26/06/07,7.5,Wimbledon,1st Round
Fish M.,23/01/07,5.5,Australian Open,Quarterfinals
Fish M.,4/9/2008,7,US Open,Quarterfinals
Fish M.,24/06/08,3.5,Wimbledon,1st Round
Fish M.,29/05/08,3.5,French Open,2nd Round
Fish M.,18/01/08,1.8,Australian Open,3rd Round
Fish M.,26/06/09,3.75,Wimbledon,3rd Round
Fish M.,26/05/09,1.53,French Open,1st Round
Fish M.,23/01/09,2.5,Australian Open,3rd Round
Fish M.,6/9/2010,3.5,US Open,4th Round
Fish M.,23/06/10,1.3,Wimbledon,2nd Round
Fish M.,28/05/10,3,French Open,2nd Round
Fish M.,18/01/10,1.33,Australian Open,1st Round
Fish M.,5/9/2011,1.9,US Open,4th Round
Fish M.,29/06/11,5.5,Wimbledon,Quarterfinals
Fish M.,28/05/11,2.5,French Open,3rd Round
Fish M.,19/01/11,1.9,Australian Open,2nd Round
Fish M.,3/9/2012,11,US Open,4th Round
Fish M.,3/7/2012,5,Wimbledon,4th Round
Fish M.,18/01/12,1.08,Australian Open,2nd Round
Fish M.,2/9/2015,3.5,US Open,2nd Round
Galimberti G.,25/08/03,2.625,US Open,1st Round
Galimberti G.,28/05/03,NA,French Open,2nd Round
Galimberti G.,2/9/2005,8.5,US Open,2nd Round
Gambill J.M.,30/08/03,2.375,US Open,2nd Round
Gambill J.M.,25/06/03,1.833,Wimbledon,2nd Round
Gambill J.M.,27/05/03,7,French Open,1st Round
Gambill J.M.,15/01/03,1.5,Australian Open,2nd Round
Gambill J.M.,3/9/2004,3.75,US Open,2nd Round
Gambill J.M.,25/06/04,3.75,Wimbledon,3rd Round
Gambill J.M.,24/05/04,3.75,French Open,1st Round
Gambill J.M.,21/01/04,4.333,Australian Open,2nd Round
Gambill J.M.,29/08/05,2.75,US Open,1st Round
Gambill J.M.,17/01/05,1.72,Australian Open,1st Round
Gaudio G.,27/08/03,1.5,US Open,1st Round
Gaudio G.,23/06/03,3.75,Wimbledon,1st Round
Gaudio G.,1/6/2003,2,French Open,3rd Round
Gaudio G.,15/01/03,1.444,Australian Open,2nd Round
Gaudio G.,2/9/2004,2.1,US Open,2nd Round
Gaudio G.,21/01/04,2.375,Australian Open,2nd Round
Gaudio G.,29/08/05,1.11,US Open,1st Round
Gaudio G.,30/05/05,1.57,French Open,4th Round
Gaudio G.,21/01/05,2.75,Australian Open,3rd Round
Gaudio G.,4/9/2006,1.57,US Open,3rd Round
Gaudio G.,29/06/06,1.28,Wimbledon,2nd Round
Gaudio G.,4/6/2006,2.37,French Open,4th Round
Gaudio G.,20/01/06,1.53,Australian Open,3rd Round
Gaudio G.,31/05/07,4.5,French Open,2nd Round
Gaudio G.,16/01/07,1.44,Australian Open,1st Round
Gaudio G.,24/05/09,3.75,French Open,1st Round
Gimelstob J.,26/08/03,2.625,US Open,1st Round
Gimelstob J.,27/06/03,3.25,Wimbledon,3rd Round
Gimelstob J.,26/05/03,3.25,French Open,1st Round
Gimelstob J.,14/01/03,4.5,Australian Open,1st Round
Gimelstob J.,30/08/05,3,US Open,1st Round
Gimelstob J.,24/06/05,12,Wimbledon,3rd Round
Gimelstob J.,17/01/05,2.5,Australian Open,1st Round
Gimelstob J.,31/08/06,4,US Open,2nd Round
Gimelstob J.,29/06/06,4.33,Wimbledon,2nd Round
Gimelstob J.,29/05/06,2.5,French Open,1st Round
Gimelstob J.,16/01/06,3,Australian Open,1st Round
Gimelstob J.,28/08/07,17,US Open,1st Round
Gimelstob J.,25/06/07,13,Wimbledon,1st Round
Gimelstob J.,29/05/07,13,French Open,1st Round
Ginepri R.,31/08/03,1.83,US Open,3rd Round
Ginepri R.,24/06/03,3.5,Wimbledon,1st Round
Ginepri R.,16/01/03,2.1,Australian Open,2nd Round
Ginepri R.,31/08/04,4.333,US Open,1st Round
Ginepri R.,28/06/04,3,Wimbledon,4th Round
Ginepri R.,24/05/04,1.615,French Open,1st Round
Ginepri R.,25/01/04,2.625,Australian Open,4th Round
Ginepri R.,10/9/2005,3.2,US Open,Semifinals
Ginepri R.,21/06/05,3.25,Wimbledon,1st Round
Ginepri R.,24/05/05,2.25,French Open,1st Round
Ginepri R.,17/01/05,1.57,Australian Open,1st Round
Ginepri R.,4/9/2006,2.37,US Open,3rd Round
Ginepri R.,28/06/06,2.1,Wimbledon,1st Round
Ginepri R.,30/05/06,2.37,French Open,1st Round
Ginepri R.,18/01/06,1.07,Australian Open,2nd Round
Ginepri R.,2/9/2007,1.83,US Open,3rd Round
Ginepri R.,25/06/07,4.5,Wimbledon,1st Round
Ginepri R.,30/05/07,2.75,French Open,1st Round
Ginepri R.,20/01/07,5,Australian Open,3rd Round
Ginepri R.,29/08/08,2.2,US Open,2nd Round
Ginepri R.,23/06/08,3.4,Wimbledon,1st Round
Ginepri R.,2/6/2008,3.75,French Open,4th Round
Ginepri R.,4/9/2009,1.72,US Open,2nd Round
Ginepri R.,23/06/09,6,Wimbledon,1st Round
Ginepri R.,25/05/09,1.8,French Open,1st Round
Ginepri R.,19/01/09,3,Australian Open,1st Round
Ginepri R.,31/08/10,1.22,US Open,1st Round
Ginepri R.,22/06/10,6,Wimbledon,1st Round
Ginepri R.,31/05/10,9,French Open,4th Round
Ginepri R.,19/01/10,1.28,Australian Open,1st Round
Ginepri R.,2/9/2011,7,US Open,2nd Round
Ginepri R.,27/08/12,2.2,US Open,1st Round
Ginepri R.,26/05/14,41,French Open,1st Round
Gonzalez F.,31/08/03,1.53,US Open,3rd Round
Gonzalez F.,23/06/03,1.364,Wimbledon,1st Round
Gonzalez F.,4/6/2003,3.5,French Open,Quarterfinals
Gonzalez F.,16/01/03,1.333,Australian Open,2nd Round
Gonzalez F.,1/9/2004,1.533,US Open,1st Round
Gonzalez F.,27/06/04,3.75,Wimbledon,3rd Round
Gonzalez F.,24/05/04,1.2,French Open,1st Round
Gonzalez F.,19/01/04,4.5,Australian Open,1st Round
Gonzalez F.,5/9/2005,2.1,US Open,3rd Round
Gonzalez F.,29/06/05,11,Wimbledon,Quarterfinals
Gonzalez F.,27/05/05,7.5,French Open,3rd Round
Gonzalez F.,22/01/05,2.25,Australian Open,3rd Round
Gonzalez F.,3/9/2006,1.9,US Open,3rd Round
Gonzalez F.,1/7/2006,1.22,Wimbledon,3rd Round
Gonzalez F.,1/6/2006,1.22,French Open,2nd Round
Gonzalez F.,17/01/06,1.08,Australian Open,1st Round
Gonzalez F.,29/08/07,1.08,US Open,1st Round
Gonzalez F.,29/06/07,1.28,Wimbledon,3rd Round
Gonzalez F.,29/05/07,5,French Open,1st Round
Gonzalez F.,28/01/07,7,Australian Open,The Final
Gonzalez F.,3/9/2008,2.87,US Open,4th Round
Gonzalez F.,25/06/08,1.14,Wimbledon,2nd Round
Gonzalez F.,4/6/2008,7.5,French Open,Quarterfinals
Gonzalez F.,19/01/08,1.44,Australian Open,3rd Round
Gonzalez F.,12/9/2009,3.75,US Open,Quarterfinals
Gonzalez F.,27/06/09,1.44,Wimbledon,3rd Round
Gonzalez F.,5/6/2009,1.72,French Open,Semifinals
Gonzalez F.,26/01/09,9,Australian Open,4th Round
Gonzalez F.,30/08/10,1.44,US Open,1st Round
Gonzalez F.,28/05/10,1.33,French Open,2nd Round
Gonzalez F.,24/01/10,3.75,Australian Open,4th Round
Gonzalez F.,29/08/11,2.87,US Open,1st Round
Gonzalez F.,25/06/11,4,Wimbledon,3rd Round
Grosjean S.,25/08/03,1.1,US Open,1st Round
Grosjean S.,4/7/2003,2.1,Wimbledon,Semifinals
Grosjean S.,29/05/03,1.4,French Open,2nd Round
Grosjean S.,21/01/03,4,Australian Open,Quarterfinals
Grosjean S.,3/9/2004,1.909,US Open,2nd Round
Grosjean S.,2/7/2004,7,Wimbledon,Semifinals
Grosjean S.,27/05/04,1.16,French Open,2nd Round
Grosjean S.,27/01/04,4.5,Australian Open,Quarterfinals
Grosjean S.,4/9/2005,1.44,US Open,3rd Round
Grosjean S.,29/06/05,5.5,Wimbledon,Quarterfinals
Grosjean S.,30/05/05,9,French Open,4th Round
Grosjean S.,20/01/05,1.12,Australian Open,2nd Round
Grosjean S.,31/08/06,1.25,US Open,2nd Round
Grosjean S.,1/7/2006,1.36,Wimbledon,3rd Round
Grosjean S.,1/6/2006,1.12,French Open,2nd Round
Grosjean S.,25/01/06,2,Australian Open,Quarterfinals
Grosjean S.,1/9/2007,2.62,US Open,3rd Round
Grosjean S.,28/06/07,2.5,Wimbledon,2nd Round
Grosjean S.,29/05/07,2.1,French Open,1st Round
Grosjean S.,20/01/07,3,Australian Open,3rd Round
Grosjean S.,26/08/08,4,US Open,1st Round
Grosjean S.,26/06/08,4.5,Wimbledon,2nd Round
Grosjean S.,19/01/08,3.75,Australian Open,3rd Round
Grosjean S.,19/01/10,1.53,Australian Open,1st Round
Hanescu V.,26/08/03,7,US Open,1st Round
Hanescu V.,27/06/03,4.333,Wimbledon,3rd Round
Hanescu V.,31/05/03,2.75,French Open,3rd Round
Hanescu V.,31/08/04,5,US Open,1st Round
Hanescu V.,24/06/04,1.286,Wimbledon,1st Round
Hanescu V.,27/05/04,2.25,French Open,2nd Round
Hanescu V.,20/01/04,3.5,Australian Open,1st Round
Hanescu V.,30/08/05,1.06,US Open,1st Round
Hanescu V.,23/06/05,4,Wimbledon,2nd Round
Hanescu V.,31/05/05,13,French Open,Quarterfinals
Hanescu V.,20/01/05,7,Australian Open,2nd Round
Hanescu V.,17/01/06,4,Australian Open,1st Round
Hanescu V.,29/05/07,8,French Open,1st Round
Hanescu V.,16/01/07,3.25,Australian Open,1st Round
Hanescu V.,29/08/08,3.75,US Open,2nd Round
Hanescu V.,25/06/08,5.5,Wimbledon,2nd Round
Hanescu V.,30/05/08,2.5,French Open,2nd Round
Hanescu V.,14/01/08,4.5,Australian Open,1st Round
Hanescu V.,31/08/09,2.25,US Open,1st Round
Hanescu V.,27/06/09,2.1,Wimbledon,3rd Round
Hanescu V.,31/05/09,5.5,French Open,4th Round
Hanescu V.,22/01/09,2.1,Australian Open,2nd Round
Hanescu V.,3/9/2010,2.75,US Open,2nd Round
Hanescu V.,25/06/10,1.83,Wimbledon,3rd Round
Hanescu V.,29/05/10,6.5,French Open,3rd Round
Hanescu V.,21/01/10,15,Australian Open,2nd Round
Hanescu V.,29/08/11,3.25,US Open,1st Round
Hanescu V.,22/06/11,9,Wimbledon,2nd Round
Hanescu V.,25/05/11,21,French Open,2nd Round
Hanescu V.,17/01/11,3.4,Australian Open,1st Round
Hanescu V.,27/05/12,3,French Open,1st Round
Hanescu V.,16/01/12,2.2,Australian Open,1st Round
Hanescu V.,28/08/13,2.25,US Open,1st Round
Hanescu V.,24/06/13,29,Wimbledon,1st Round
Hanescu V.,1/6/2013,2.75,French Open,3rd Round
Hanescu V.,14/01/13,9,Australian Open,1st Round
Hanescu V.,23/06/14,15,Wimbledon,1st Round
Hanescu V.,27/05/14,4.33,French Open,1st Round
Hanescu V.,16/01/14,6,Australian Open,2nd Round
Henman T.,27/08/03,3.75,US Open,1st Round
Henman T.,3/7/2003,1.909,Wimbledon,Quarterfinals
Henman T.,31/05/03,6.5,French Open,3rd Round
Henman T.,11/9/2004,4.33,US Open,Semifinals
Henman T.,30/06/04,1.333,Wimbledon,Quarterfinals
Henman T.,4/6/2004,5,French Open,Semifinals
Henman T.,24/01/04,1.364,Australian Open,3rd Round
Henman T.,30/08/05,2,US Open,1st Round
Henman T.,23/06/05,1.08,Wimbledon,2nd Round
Henman T.,25/05/05,1.25,French Open,2nd Round
Henman T.,22/01/05,1.22,Australian Open,3rd Round
Henman T.,1/9/2006,15,US Open,2nd Round
Henman T.,28/06/06,11,Wimbledon,2nd Round
Henman T.,1/6/2006,1.61,French Open,2nd Round
Henman T.,16/01/06,1.83,Australian Open,1st Round
Henman T.,31/08/07,2,US Open,2nd Round
Henman T.,28/06/07,1.61,Wimbledon,2nd Round
Henman T.,29/05/07,1.44,French Open,1st Round
Hewitt L.,5/9/2003,1.4,US Open,Quarterfinals
Hewitt L.,23/06/03,1.04,Wimbledon,1st Round
Hewitt L.,31/05/03,1.333,French Open,3rd Round
Hewitt L.,20/01/03,1.111,Australian Open,4th Round
Hewitt L.,12/9/2004,3.2,US Open,The Final
Hewitt L.,30/06/04,5,Wimbledon,Quarterfinals
Hewitt L.,2/6/2004,1.727,French Open,Quarterfinals
Hewitt L.,26/01/04,2.375,Australian Open,4th Round
Hewitt L.,10/9/2005,7.5,US Open,Semifinals
Hewitt L.,1/7/2005,6.5,Wimbledon,Semifinals
Hewitt L.,30/01/05,2.25,Australian Open,The Final
Hewitt L.,7/9/2006,2.5,US Open,Quarterfinals
Hewitt L.,5/7/2006,1.38,Wimbledon,Quarterfinals
Hewitt L.,5/6/2006,8.5,French Open,4th Round
Hewitt L.,19/01/06,1.33,Australian Open,2nd Round
Hewitt L.,31/08/07,1.06,US Open,2nd Round
Hewitt L.,5/7/2007,1.72,Wimbledon,4th Round
Hewitt L.,4/6/2007,8.5,French Open,4th Round
Hewitt L.,20/01/07,1.72,Australian Open,3rd Round
Hewitt L.,30/06/08,13,Wimbledon,4th Round
Hewitt L.,31/05/08,4.5,French Open,3rd Round
Hewitt L.,21/01/08,4.5,Australian Open,4th Round
Hewitt L.,5/9/2009,13,US Open,3rd Round
Hewitt L.,1/7/2009,3.4,Wimbledon,Quarterfinals
Hewitt L.,29/05/09,21,French Open,3rd Round
Hewitt L.,20/01/09,1.72,Australian Open,1st Round
Hewitt L.,30/08/10,1.22,US Open,1st Round
Hewitt L.,28/06/10,1.9,Wimbledon,4th Round
Hewitt L.,29/05/10,15,French Open,3rd Round
Hewitt L.,25/01/10,7.5,Australian Open,4th Round
Hewitt L.,23/06/11,3.5,Wimbledon,2nd Round
Hewitt L.,18/01/11,2.1,Australian Open,1st Round
Hewitt L.,2/9/2012,8,US Open,3rd Round
Hewitt L.,26/06/12,7,Wimbledon,1st Round
